utt_id,spk_id,path,duration_sec,gender,text_id,transcript,split
BAC009S0160W0260,S0160,wav/S0160/BAC009S0160W0260.wav,4.5190625,1,W0260,虽然 品牌 售后 服务 仍 由 三洋 电机 承担,val
BAC009S0166W0409,S0166,wav/S0166/BAC009S0166W0409.wav,3.797125,1,W0409,搜狐 娱乐 讯 据 台湾 媒体 报道,train
BAC009S0166W0342,S0166,wav/S0166/BAC009S0166W0342.wav,5.7419375,1,W0342,让 人 看到 了 明年 里约 奥运 会 她们 冲击 奖牌 的 希望,train
BAC009S0166W0381,S0166,wav/S0166/BAC009S0166W0381.wav,3.057125,1,W0381,中国 体育 发生 了 很大 变化,train
BAC009S0166W0240,S0166,wav/S0166/BAC009S0166W0240.wav,3.2800625,1,W0240,一 套房 就可 能 省 几十万 元,train
BAC009S0166W0257,S0166,wav/S0166/BAC009S0166W0257.wav,5.2209375,1,W0257,很 难 想象 苹果 的 产品 就像 传家 宝 一 样 代代 相传,train
BAC009S0166W0147,S0166,wav/S0166/BAC009S0166W0147.wav,4.738,1,W0147,上海 市 土地 成交 均价 为 八千 元 每平 方米,train
BAC009S0166W0457,S0166,wav/S0166/BAC009S0166W0457.wav,3.3769375,1,W0457,其 公司 班车 在 当晚 出车 前,train
BAC009S0166W0135,S0166,wav/S0166/BAC009S0166W0135.wav,5.9340625,1,W0135,这 也 与 上周 末 公布 的 房价 涨跌 变动 情况 相 吻合,train
BAC009S0166W0495,S0166,wav/S0166/BAC009S0166W0495.wav,3.5590625,1,W0495,被告 人 王 某某 因 敲诈 勒索 罪,val
BAC009S0166W0436,S0166,wav/S0166/BAC009S0166W0436.wav,5.4109375,1,W0436,云南 高速 公路 多 车 连环 相撞 已 致 五 死 四 伤,val
BAC009S0166W0175,S0166,wav/S0166/BAC009S0166W0175.wav,4.458,1,W0175,董事 长 潘 石 屹 现场 与 租赁 者 交流,val
BAC009S0248W0176,S0248,wav/S0248/BAC009S0248W0176.wav,3.918,0,W0176,可以 对外 进行 出租 经营,train
BAC009S0248W0246,S0248,wav/S0248/BAC009S0248W0246.wav,6.937,0,W0246,对于 缺乏 业务 发展 战略 长期 不 开展 基金 托管 业务,train
BAC009S0248W0327,S0248,wav/S0248/BAC009S0248W0327.wav,7.5820625,0,W0327,正在 筹划 购买 北京 捷达 无 线 科技 有限 公司 部分 股权 事宜,train
BAC009S0248W0346,S0248,wav/S0248/BAC009S0248W0346.wav,7.7170625,0,W0346,两位 第 三 打 成员 激战 得 难解 难分,train
BAC009S0248W0486,S0248,wav/S0248/BAC009S0248W0486.wav,4.979,0,W0486,提醒 被疑 似 有 狂犬 病毒 的 动物 咬伤 后,train
BAC009S0248W0150,S0248,wav/S0248/BAC009S0248W0150.wav,7.9260625,0,W0150,停车 楼 里约 一百 个 停车 位 被 附近 某家 饭店 承租,train
BAC009S0248W0292,S0248,wav/S0248/BAC009S0248W0292.wav,6.9558125,0,W0292,从此 它 将 是 汽车 的 一 部分 而 不 只是 附加 物件,train
BAC009S0248W0471,S0248,wav/S0248/BAC009S0248W0471.wav,6.7570625,0,W0471,北京 一水 窖 内 工人 中毒 身亡 营救 民警 殉职,train
BAC009S0248W0133,S0248,wav/S0248/BAC009S0248W0133.wav,7.346,0,W0133,这 让 不 少 逡巡 已 久 的 资本 躁动 起来,val
BAC009S0248W0495,S0248,wav/S0248/BAC009S0248W0495.wav,3.71775,0,W0495,库房 内 的 塑料 瓶子 点燃 后,val
BAC009S0248W0206,S0248,wav/S0248/BAC009S0248W0206.wav,5.251,0,W0206,为 加强 减 记 债 的 风险 管理,val
BAC009S0230W0318,S0230,wav/S0230/BAC009S0230W0318.wav,3.156,1,W0318,我们 会全 力 配合 这个 充电 国标,train
BAC009S0230W0286,S0230,wav/S0230/BAC009S0230W0286.wav,4.24,1,W0286,高通 是一 个 无法 逾越 的 门槛,train
BAC009S0230W0473,S0230,wav/S0230/BAC009S0230W0473.wav,3.3708125,1,W0473,华商 报 记者 从 多家 分析 机构 了解 到,train
BAC009S0230W0158,S0230,wav/S0230/BAC009S0230W0158.wav,3.2170625,1,W0158,二零一二 年 和 二零一三 年,train
BAC009S0230W0495,S0230,wav/S0230/BAC009S0230W0495.wav,3.234125,1,W0495,京 东 表示 这 属于 刘 强东 私事,train
BAC009S0230W0190,S0230,wav/S0230/BAC009S0230W0190.wav,4.808125,1,W0190,因此 募捐 箱 整体 设置 情况 尚 处于 动态 变化 中,train
BAC009S0230W0352,S0230,wav/S0230/BAC009S0230W0352.wav,2.6660625,1,W0352,我 也 不 知道 为什么 输球,train
BAC009S0230W0405,S0230,wav/S0230/BAC009S0230W0405.wav,5.0229375,1,W0405,于 今日 曝出 长达 二十三 分钟 的 删节 片段 和 另 一版 结局,train
BAC009S0230W0491,S0230,wav/S0230/BAC009S0230W0491.wav,3.526875,1,W0491,刘 强东 与 奶茶 妹妹 领证 结婚,val
BAC009S0230W0152,S0230,wav/S0230/BAC009S0230W0152.wav,4.481,1,W0152,未来 三四 线 的 机会 可能 更多 的 在 城镇 化,val
BAC009S0230W0432,S0230,wav/S0230/BAC009S0230W0432.wav,3.354,1,W0432,一 场 车祸 却 把 蓝 某 重新 震 出,val
BAC009S0192W0307,S0192,wav/S0192/BAC009S0192W0307.wav,6.183,1,W0307,现在 政府 鼓励 智能 化 也 就 是 机器 人 产业,train
BAC009S0192W0377,S0192,wav/S0192/BAC009S0192W0377.wav,3.599125,1,W0377,绝 大多 数 要 归功 于 女 选手,train
BAC009S0192W0461,S0192,wav/S0192/BAC009S0192W0461.wav,3.2849375,1,W0461,每天 发货 六百多 单,train
BAC009S0192W0231,S0192,wav/S0192/BAC009S0192W0231.wav,4.3609375,1,W0231,开发 个人 境外 投资 管理 系统,train
BAC009S0192W0424,S0192,wav/S0192/BAC009S0192W0424.wav,7.6809375,1,W0424,汪 小菲 更 是 别 有新 意 的 送 上 玫瑰 花 造型 生日 蛋糕,train
BAC009S0192W0440,S0192,wav/S0192/BAC009S0192W0440.wav,4.782,1,W0440,不 挂号 和建 档 无法 开 假条,train
BAC009S0192W0216,S0192,wav/S0192/BAC009S0192W0216.wav,5.098,1,W0216,加强 对 个人 境外 投资 的 监管 力度,train
BAC009S0192W0234,S0192,wav/S0192/BAC009S0192W0234.wav,5.6059375,1,W0234,促 人 促进 个人 境外 直接 投资 发展,train
BAC009S0192W0387,S0192,wav/S0192/BAC009S0192W0387.wav,6.7780625,1,W0387,孙 杨 继续 保持 中长 距离 自由 泳 世界 领先 地位,val
BAC009S0192W0160,S0192,wav/S0192/BAC009S0192W0160.wav,3.959,1,W0160,不 妨 将 时间 折回 到 今年,val
BAC009S0192W0425,S0192,wav/S0192/BAC009S0192W0425.wav,4.738,1,W0425,搜狐 娱乐 讯 据 台湾 媒体 报道,val
BAC009S0124W0491,S0124,wav/S0124/BAC009S0124W0491.wav,3.838875,1,W0491,俩 男子 砸死 老人 卖掉 其 两岁 外孙,train
BAC009S0124W0365,S0124,wav/S0124/BAC009S0124W0365.wav,4.6589375,1,W0365,刘 虹 的 世锦赛 女子 二十 公里 竞走 银牌 铜牌,train
BAC009S0124W0238,S0124,wav/S0124/BAC009S0124W0238.wav,4.2860625,1,W0238,其 上述 住房 先 按 规定 计算 征收 房产 税,train
BAC009S0124W0130,S0124,wav/S0124/BAC009S0124W0130.wav,3.31,1,W0130,与 一 线 城市 的 房价 大涨 相比,train
BAC009S0124W0298,S0124,wav/S0124/BAC009S0124W0298.wav,3.131125,1,W0298,针对 韩国 政府 的 管制 政策,train
BAC009S0124W0395,S0124,wav/S0124/BAC009S0124W0395.wav,3.7641875,1,W0395,在 中国 选手 走出 去 训练 的 过程 中,train
BAC009S0124W0340,S0124,wav/S0124/BAC009S0124W0340.wav,3.0190625,1,W0340,但 不管 是 壮志 未 酬 的 李 金 哲,train
BAC009S0124W0121,S0124,wav/S0124/BAC009S0124W0121.wav,3.036,1,W0121,达到 百分 之 六 点 三,train
BAC009S0124W0219,S0124,wav/S0124/BAC009S0124W0219.wav,3.392,1,W0219,而 多 套房 房产 税 的 实施 后,val
BAC009S0124W0378,S0124,wav/S0124/BAC009S0124W0378.wav,2.943875,1,W0378,但 在 中国 却 未能 取得 成功,val
BAC009S0124W0363,S0124,wav/S0124/BAC009S0124W0363.wav,7.0070625,1,W0363,中国 选手 苏 欣悦 以 六十二 米 九零 排名 第 八,val
BAC009S0340W0443,S0340,wav/S0340/BAC009S0340W0443.wav,4.255125,1,W0443,位于 登陆 点 北部 城市 福州 水 漫 全城,train
BAC009S0340W0428,S0340,wav/S0340/BAC009S0340W0428.wav,3.827125,1,W0428,搜狐 娱乐 讯 据 台湾 媒体 报道,train
BAC009S0340W0311,S0340,wav/S0340/BAC009S0340W0311.wav,4.557,1,W0311,适应 新兴 产业 市场 化 竞争 比较 强 的 特点,train
BAC009S0340W0447,S0340,wav/S0340/BAC009S0340W0447.wav,4.1081875,1,W0447,请假 条 上 写 着 快 忘 了 老公 长 啥 样 了,train
BAC009S0340W0482,S0340,wav/S0340/BAC009S0340W0482.wav,4.1179375,1,W0482,最终 因为 分神 撞死 了 骑车 过路 的 老人,train
BAC009S0340W0445,S0340,wav/S0340/BAC009S0340W0445.wav,6.167,1,W0445,史 上 最 不 忍 拒绝 请假 条 快 忘 了 老公 长 啥 样 了,train
BAC009S0340W0155,S0340,wav/S0340/BAC009S0340W0155.wav,4.243,1,W0155,其 个人 承担 的 风险 或许 大于 收益,train
BAC009S0340W0136,S0340,wav/S0340/BAC009S0340W0136.wav,6.293,1,W0136,事件 合伙 人 管理 则 是 根据 某一 事件 临时 组建 合伙 人,train
BAC009S0340W0419,S0340,wav/S0340/BAC009S0340W0419.wav,2.885,1,W0419,找 不 到 合适 的 睡眠 角度,val
BAC009S0340W0207,S0340,wav/S0340/BAC009S0340W0207.wav,4.2750625,1,W0207,对 上市 公司 将来 的 经营 发展 都 不 太好,val
BAC009S0340W0171,S0340,wav/S0340/BAC009S0340W0171.wav,3.68,1,W0171,不 具备 实际 控制 力 的 郁 亮 管理 层,val
BAC009S0517W0342,S0517,wav/S0517/BAC009S0517W0342.wav,3.4179375,1,W0342,而 对于 目前 最 困难 的 问题,train
BAC009S0517W0376,S0517,wav/S0517/BAC009S0517W0376.wav,3.1579375,1,W0376,明年 的 里约 奥运 等 着 他,train
BAC009S0517W0156,S0517,wav/S0517/BAC009S0517W0156.wav,4.868,1,W0156,使 这种 低速 增长 态势 可能 延续,train
BAC009S0517W0467,S0517,wav/S0517/BAC009S0517W0467.wav,5.042,1,W0467,蒋 某 被控 放火 罪 在朝 阳 法院 受审,train
BAC009S0517W0326,S0517,wav/S0517/BAC009S0517W0326.wav,4.2900625,1,W0326,如果 坠落 可能 造成 人员 和 财物 的 伤害,train
BAC009S0517W0310,S0517,wav/S0517/BAC009S0517W0310.wav,3.3840625,1,W0310,两班 次 实施 空中 避让,train
BAC009S0517W0256,S0517,wav/S0517/BAC009S0517W0256.wav,2.7309375,1,W0256,我们 现有 这样 的 设备,train
BAC009S0517W0395,S0517,wav/S0517/BAC009S0517W0395.wav,3.1161875,1,W0395,凭借 队员 之间 的 默契,train
BAC009S0517W0479,S0517,wav/S0517/BAC009S0517W0479.wav,2.928,1,W0479,其 在 高速 公路 上 迷路,val
BAC009S0517W0291,S0517,wav/S0517/BAC009S0517W0291.wav,3.3000625,1,W0291,苹果 手表 的 推出 让 他 觉得,val
BAC009S0517W0455,S0517,wav/S0517/BAC009S0517W0455.wav,4.36525,1,W0455,到 学校 要 走 二十 分钟 还要 过 个 马路,val
BAC009S0194W0323,S0194,wav/S0194/BAC009S0194W0323.wav,4.7730625,1,W0323,东风 日产 宣布 正式 推出 天籁 欧 冠 版 车型,train
BAC009S0194W0135,S0194,wav/S0194/BAC009S0194W0135.wav,3.6259375,1,W0135,本 是 降低 购房 成本 的 好事,train
BAC009S0194W0482,S0194,wav/S0194/BAC009S0194W0482.wav,4.763875,1,W0482,竟 向 十三 人 集资 诈骗 了 一千二百多 万人 民 币,train
BAC009S0194W0272,S0194,wav/S0194/BAC009S0194W0272.wav,4.861,1,W0272,只有 百分 之 三 的 创业 者 拿 过 政府 的 补贴 或 基金,train
BAC009S0194W0214,S0194,wav/S0194/BAC009S0194W0214.wav,4.8869375,1,W0214,目前 医药 行业 相关 政策 大部 分 已经 落地,train
BAC009S0194W0336,S0194,wav/S0194/BAC009S0194W0336.wav,4.037125,1,W0336,那么 车辆 就 将 自动 进行 紧急 制动,train
BAC009S0194W0480,S0194,wav/S0194/BAC009S0194W0480.wav,3.4509375,1,W0480,阿姨 是 浙江 丽水 供电 局 领导,train
BAC009S0194W0173,S0194,wav/S0194/BAC009S0194W0173.wav,5.299,1,W0173,杨浦 区 的 一 幅 地块 吸引 了 上海 房地 产业 的 普遍 关注,train
BAC009S0194W0125,S0194,wav/S0194/BAC009S0194W0125.wav,5.097,1,W0125,新 链 家中 原地 产 等 多家 房产 经纪 公司 透露,val
BAC009S0194W0179,S0194,wav/S0194/BAC009S0194W0179.wav,2.365,1,W0179,上海 土地 市场,val
BAC009S0194W0424,S0194,wav/S0194/BAC009S0194W0424.wav,2.994875,1,W0424,现场 男生 直呼 太 刺激,val
BAC009S0655W0342,S0655,wav/S0655/BAC009S0655W0342.wav,3.7488125,1,W0342,不 服输 的 劲头 又 上来 了,train
BAC009S0655W0171,S0655,wav/S0655/BAC009S0655W0171.wav,5.827,1,W0171,人口 密集 刚 需 较大 是 其主 要 特点,train
BAC009S0655W0123,S0655,wav/S0655/BAC009S0655W0123.wav,3.952,1,W0123,提供 健康 适用 高效 使用,train
BAC009S0655W0403,S0655,wav/S0655/BAC009S0655W0403.wav,3.6940625,1,W0403,从 最近 几 届 世锦赛 的 成绩 看,train
BAC009S0655W0183,S0655,wav/S0655/BAC009S0655W0183.wav,4.1339375,1,W0183,杨 红旭 也 在 微 博 发文 表示,train
BAC009S0655W0303,S0655,wav/S0655/BAC009S0655W0303.wav,3.639875,1,W0303,带 出去 玩 不 是那 么 方便,train
BAC009S0655W0278,S0655,wav/S0655/BAC009S0655W0278.wav,4.97,1,W0278,这个 超大 号 充电 宝 的 学名 是 能源 墙,train
BAC009S0655W0136,S0655,wav/S0655/BAC009S0655W0136.wav,4.013,1,W0136,住宅 可 实现 绿色 低能 耗,train
BAC009S0655W0376,S0655,wav/S0655/BAC009S0655W0376.wav,5.057875,1,W0376,乌洛 达兹 克 出生 于 一九八五 年 八月 八 日,val
BAC009S0655W0153,S0655,wav/S0655/BAC009S0655W0153.wav,5.343,1,W0153,能够 直接 减轻 购房 者 的 购房 压力,val
BAC009S0655W0311,S0655,wav/S0655/BAC009S0655W0311.wav,3.4409375,1,W0311,而 在国 内 众多 场合 中,val
BAC009S0040W0364,S0040,wav/S0040/BAC009S0040W0364.wav,3.129125,0,W0364,提升 自己 的 排名 和 积分,train
BAC009S0040W0285,S0040,wav/S0040/BAC009S0040W0285.wav,4.468,0,W0285,而前 者 最终 选择 提前 了 一星 期 上映,train
BAC009S0040W0341,S0040,wav/S0040/BAC009S0040W0341.wav,4.8109375,0,W0341,但 一 上来 马 无 愁 就 占据 了 场 上 主动 性,train
BAC009S0040W0163,S0040,wav/S0040/BAC009S0040W0163.wav,4.0,0,W0163,因为 它 建立 在 了 很多 限定 条件 下,train
BAC009S0040W0212,S0040,wav/S0040/BAC009S0040W0212.wav,2.9000625,0,W0212,多家 投行 均 向 记者 称,train
BAC009S0040W0450,S0040,wav/S0040/BAC009S0040W0450.wav,2.932125,0,W0450,此 为 曲解 误读 新闻,train
BAC009S0040W0156,S0040,wav/S0040/BAC009S0040W0156.wav,3.373,0,W0156,按照 目前 的 工艺 施工 条件,train
BAC009S0040W0476,S0040,wav/S0040/BAC009S0040W0476.wav,3.8300625,0,W0476,给 公众 识别 带来 了 很大 的 困难,train
BAC009S0040W0332,S0040,wav/S0040/BAC009S0040W0332.wav,3.178,0,W0332,称 公司 停业 整顿 一 个 月,val
BAC009S0040W0158,S0040,wav/S0040/BAC009S0040W0158.wav,3.08,0,W0158,必然 墙面 开裂 空鼓,val
BAC009S0040W0456,S0040,wav/S0040/BAC009S0040W0456.wav,3.6181875,0,W0456,便衣 背 着 包 在 西站 巡查,val
BAC009S0722W0159,S0722,wav/S0722/BAC009S0722W0159.wav,5.3090625,0,W0159,要求 严格 遵守 反 垄断 法 等 法律 法规,train
BAC009S0722W0421,S0722,wav/S0722/BAC009S0722W0421.wav,2.1811875,0,W0421,你 那边 还好 吗,train
BAC009S0722W0183,S0722,wav/S0722/BAC009S0722W0183.wav,5.191,0,W0183,商业 银行 应当 承担 二手 房 评估 费用,train
BAC009S0722W0400,S0722,wav/S0722/BAC009S0722W0400.wav,3.244875,0,W0400,以前 我们 有 时候 去 海外 比赛,train
BAC009S0722W0307,S0722,wav/S0722/BAC009S0722W0307.wav,5.3891875,0,W0307,未见 原为 中电投 副总 经理 李 小 琳 的 名字,train
BAC009S0722W0459,S0722,wav/S0722/BAC009S0722W0459.wav,5.0920625,0,W0459,庞 国钦 在东 城 法院 出庭 受审 昨天 上午,train
BAC009S0722W0273,S0722,wav/S0722/BAC009S0722W0273.wav,5.4439375,0,W0273,不过 随着 三星 和 苹果 在 移动 互联 网 市场 的 争夺 加剧,train
BAC009S0722W0449,S0722,wav/S0722/BAC009S0722W0449.wav,3.776875,0,W0449,一审 被 判 拘役 三 个 月,train
BAC009S0722W0300,S0722,wav/S0722/BAC009S0722W0300.wav,4.505875,0,W0300,台 积 电 正在 扩容 自己 的 十六 纳米 晶圆 厂,val
BAC009S0722W0260,S0722,wav/S0722/BAC009S0722W0260.wav,6.3359375,0,W0260,那 就 是 三星 电子 获得 了 苹果 手表 的 所有 芯片 订单,val
BAC009S0722W0322,S0722,wav/S0722/BAC009S0722W0322.wav,6.1550625,0,W0322,蔚 来 汽车 将 主要 致力 于 电动 汽车 的 研发 和 销售,val
BAC009S0731W0301,S0731,wav/S0731/BAC009S0731W0301.wav,3.2469375,0,W0301,但 不管 过程 和 结果 如何,train
BAC009S0731W0425,S0731,wav/S0731/BAC009S0731W0425.wav,2.5031875,0,W0425,不 是 拔 隐形 眼镜,train
BAC009S0731W0200,S0731,wav/S0731/BAC009S0731W0200.wav,4.3890625,0,W0200,同时 分别 向 社会 公示 各自 的 审核 流程,train
BAC009S0731W0190,S0731,wav/S0731/BAC009S0731W0190.wav,4.353,0,W0190,而 在 最 为 关键 的 发行 审核 环节,train
BAC009S0731W0212,S0731,wav/S0731/BAC009S0731W0212.wav,3.183,0,W0212,一 位 证监 人士 也 向 记者 坦言,train
BAC009S0731W0460,S0731,wav/S0731/BAC009S0731W0460.wav,6.928,0,W0460,整容 蛇精 女 对骂 女 嘉宾 宁 被 扎 死 不 愿 丑 死,train
BAC009S0731W0211,S0731,wav/S0731/BAC009S0731W0211.wav,4.6439375,0,W0211,其次 更 是 对 发行 人诚 信 的 市场 化 约束,train
BAC009S0731W0132,S0731,wav/S0731/BAC009S0731W0132.wav,7.98,0,W0132,绿地 金 服 将 围绕 房地 产 全产 业 链 投融 资 市场,train
BAC009S0731W0167,S0731,wav/S0731/BAC009S0731W0167.wav,6.375,0,W0167,向下 整合 整个 集团 业务 板块 与 互联 网 的 对接,val
BAC009S0731W0150,S0731,wav/S0731/BAC009S0731W0150.wav,4.307,0,W0150,通过 在 快 钱 平台 上 发售,val
BAC009S0731W0262,S0731,wav/S0731/BAC009S0731W0262.wav,3.4099375,0,W0262,能够 第 一时间 让 救生 人员 找到 你,val
BAC009S0748W0221,S0748,wav/S0748/BAC009S0748W0221.wav,3.6369375,1,W0221,申请 开展 基金 管理 业务 的,train
BAC009S0748W0132,S0748,wav/S0748/BAC009S0748W0132.wav,6.113,1,W0132,其次 是 京 投 银泰 琨 御 府 和 秦 禾 北京 院子,train
BAC009S0748W0292,S0748,wav/S0748/BAC009S0748W0292.wav,4.416,1,W0292,研发 代号 为 泰坦 的 电动 汽车 项目,train
BAC009S0748W0486,S0748,wav/S0748/BAC009S0748W0486.wav,7.6181875,1,W0486,昆明 老太 景点 摘 果 不 惜 爬 挖机 绿化 将 避免 种果 树,train
BAC009S0748W0354,S0748,wav/S0748/BAC009S0748W0354.wav,3.808125,1,W0354,南京 姑娘 张 常宁 顶替,train
BAC009S0748W0361,S0748,wav/S0748/BAC009S0748W0361.wav,7.291,1,W0361,儿子 张 晨 一 度 是 江苏 男排 和中 国男 排 的 主力 主攻,train
BAC009S0748W0171,S0748,wav/S0748/BAC009S0748W0171.wav,3.9000625,1,W0171,当时 有 很多 大佬 大腕 不 理解,train
BAC009S0748W0131,S0748,wav/S0748/BAC009S0748W0131.wav,2.494,1,W0131,均价 八万 元,train
BAC009S0748W0437,S0748,wav/S0748/BAC009S0748W0437.wav,4.661125,1,W0437,昆明 信息 港 讯 记者 张 钊,val
BAC009S0748W0428,S0748,wav/S0748/BAC009S0748W0428.wav,4.1171875,1,W0428,中新 网 六月 五 日电 此前,val
BAC009S0748W0483,S0748,wav/S0748/BAC009S0748W0483.wav,4.1901875,1,W0483,图片 来自 网络 据 中新 网 报道,val
