utt_id,spk_id,path,duration_sec,sample_rate,num_channels,text_id,transcript,source_split,gender,role
BAC009S0096W0157,S0096,wav/S0096/BAC009S0096W0157.wav,4.319,16000,1,W0157,最 低 为 下降 百分 之 九 点 八,train,0,enroll
BAC009S0096W0308,S0096,wav/S0096/BAC009S0096W0308.wav,7.0971875,16000,1,W0308,中国 新能 源 电动 汽车 的 保有 量 超过 了 十二万 辆,train,0,enroll
BAC009S0096W0361,S0096,wav/S0096/BAC009S0096W0361.wav,5.797875,16000,1,W0361,感觉 跑步 的 过程 因为 他们 也 变得 更加 有 趣 和生 动,train,0,enroll
BAC009S0096W0165,S0096,wav/S0096/BAC009S0096W0165.wav,4.276,16000,1,W0165,最 高涨 幅 为 百分 之 十七 点 三,train,0,identification_test
BAC009S0096W0490,S0096,wav/S0096/BAC009S0096W0490.wav,6.233875,16000,1,W0490,上海 市中心 一 老式 里弄 发生 火灾 现场 浓烟 滚滚,train,0,identification_test
BAC009S0096W0195,S0096,wav/S0096/BAC009S0096W0195.wav,4.012,16000,1,W0195,针对 审计 发现 的 问题,train,0,identification_test
BAC009S0096W0280,S0096,wav/S0096/BAC009S0096W0280.wav,6.5500625,16000,1,W0280,一旦 开发 团队 完成 了 最 新功 能 和 性能 改进 的 升级,train,0,identification_test
BAC009S0096W0260,S0096,wav/S0096/BAC009S0096W0260.wav,4.8359375,16000,1,W0260,还 可以 给 微软 带来 更海 量 的 搜索 数据,train,0,verification_dev
BAC009S0096W0303,S0096,wav/S0096/BAC009S0096W0303.wav,4.2731875,16000,1,W0303,一直 陷入 在 先建 充电 桩,train,0,verification_dev
BAC009S0096W0352,S0096,wav/S0096/BAC009S0096W0352.wav,5.1540625,16000,1,W0352,唤醒 社会 各界 对于 自闭 症 儿童 的 关注,train,0,verification_dev
BAC009S0096W0143,S0096,wav/S0096/BAC009S0096W0143.wav,4.752,16000,1,W0143,图片 来自 国家 统计 局 网站 截图,train,0,verification_test
BAC009S0096W0427,S0096,wav/S0096/BAC009S0096W0427.wav,4.5090625,16000,1,W0427,有 网友 爆料 向 佐 欠债 百万 不 还,train,0,verification_test
BAC009S0096W0464,S0096,wav/S0096/BAC009S0096W0464.wav,6.287875,16000,1,W0464,这样 的 奇观 发生 在 崇明 绿华 镇华 星村 内,train,0,verification_test
BAC009S0096W0183,S0096,wav/S0096/BAC009S0096W0183.wav,3.875,16000,1,W0183,二线 城市 房价 总体 平稳,train,0,bonus_train
BAC009S0096W0384,S0096,wav/S0096/BAC009S0096W0384.wav,6.313,16000,1,W0384,随后 进行 的 是 女子 二十五 米 运动 手枪 决赛,train,0,bonus_train
BAC009S0096W0172,S0096,wav/S0096/BAC009S0096W0172.wav,7.813,16000,1,W0172,新建 商品 住宅 及 二手 住宅 价格 涨幅 远 高于 三线 城市,train,0,bonus_train
BAC009S0096W0251,S0096,wav/S0096/BAC009S0096W0251.wav,4.4870625,16000,1,W0251,河南 省 将 全面 实施 改革,train,0,bonus_train
BAC009S0096W0190,S0096,wav/S0096/BAC009S0096W0190.wav,4.0749375,16000,1,W0190,社会 保险 基金 规模 不 断 扩大,train,0,bonus_train
BAC009S0096W0329,S0096,wav/S0096/BAC009S0096W0329.wav,4.187,16000,1,W0329,执行 大工 业 用电 价格,train,0,bonus_train
BAC009S0096W0474,S0096,wav/S0096/BAC009S0096W0474.wav,6.056875,16000,1,W0474,上海 崇明 一男 子 试飞 滑翔 机 坠落 鱼塘 身亡,train,0,bonus_train
BAC009S0096W0264,S0096,wav/S0096/BAC009S0096W0264.wav,5.923,16000,1,W0264,但 至少 这次 微软 让 人 感觉 方向 似乎 对 了,train,0,bonus_train
BAC009S0096W0313,S0096,wav/S0096/BAC009S0096W0313.wav,6.2270625,16000,1,W0313,提出 了 充电 设施 建设 要 适度 超前 的 要求,train,0,bonus_val
BAC009S0096W0216,S0096,wav/S0096/BAC009S0096W0216.wav,5.1420625,16000,1,W0216,切实 维护 人民 群众 的 基本 生活 权益,train,0,bonus_val
BAC009S0096W0218,S0096,wav/S0096/BAC009S0096W0218.wav,5.1740625,16000,1,W0218,请问 您 如何 看待 审计 反映 的有 关 情况,train,0,bonus_val
BAC009S0160W0279,S0160,wav/S0160/BAC009S0160W0279.wav,3.307,16000,1,W0279,三洋 电机 则全 面 退出,train,1,enroll
BAC009S0160W0134,S0160,wav/S0160/BAC009S0160W0134.wav,3.414,16000,1,W0134,增长 幅度 最 高 的 一 家 公司 了,train,1,enroll
BAC009S0160W0166,S0160,wav/S0160/BAC009S0160W0166.wav,3.216,16000,1,W0166,主要 系 受 工程 进度 调整,train,1,enroll
BAC009S0160W0485,S0160,wav/S0160/BAC009S0160W0485.wav,5.1420625,16000,1,W0485,云南 一 女 高中 生 做 无 痛 人流 手术 台 上 意外 死亡,train,1,identification_test
BAC009S0160W0194,S0160,wav/S0160/BAC009S0160W0194.wav,4.832,16000,1,W0194,使 受损 害 的 其他 投资 者 相对 迅速 地 获得 赔偿,train,1,identification_test
BAC009S0160W0451,S0160,wav/S0160/BAC009S0160W0451.wav,3.709,16000,1,W0451,该 名 少年 竟然 不 知道 自身 已 违法,train,1,identification_test
BAC009S0160W0325,S0160,wav/S0160/BAC009S0160W0325.wav,3.5130625,16000,1,W0325,不 排除 未来 给 其他 车 企 供货,train,1,identification_test
BAC009S0160W0413,S0160,wav/S0160/BAC009S0160W0413.wav,3.025875,16000,1,W0413,搜狐 娱乐 讯 九月 八 日,train,1,verification_dev
BAC009S0160W0297,S0160,wav/S0160/BAC009S0160W0297.wav,4.5030625,16000,1,W0297,并且 可以 将 数据 同步 至 苹果 健康 应用,train,1,verification_dev
BAC009S0160W0197,S0160,wav/S0160/BAC009S0160W0197.wav,4.651,16000,1,W0197,郭 树清 目前 我 国债 券 市场 管理 不 统一,train,1,verification_dev
BAC009S0160W0354,S0160,wav/S0160/BAC009S0160W0354.wav,5.3100625,16000,1,W0354,郎平 从 一九九五 年 首次 出任 中国 队 主教 练,train,1,verification_test
BAC009S0160W0494,S0160,wav/S0160/BAC009S0160W0494.wav,5.2421875,16000,1,W0494,昨天 八 日中 午 在 食堂 的 饭菜 里 吃 到 了 一 个 安全 套,train,1,verification_test
BAC009S0160W0174,S0160,wav/S0160/BAC009S0160W0174.wav,3.4549375,16000,1,W0174,点 击 进入 股友 会 参与 讨论,train,1,verification_test
BAC009S0160W0343,S0160,wav/S0160/BAC009S0160W0343.wav,3.44675,16000,1,W0343,通过 全民 健身 活动 的 广泛 开展,train,1,bonus_train
BAC009S0160W0314,S0160,wav/S0160/BAC009S0160W0314.wav,5.937,16000,1,W0314,他 的 主要 工作 就 是 陪同 贾 跃亭 在 海外 市场 寻找 落地 资源,train,1,bonus_train
BAC009S0160W0122,S0160,wav/S0160/BAC009S0160W0122.wav,4.734,16000,1,W0122,净利 润 为 百分 之 八十 增速 仅 为 百分 之二,train,1,bonus_train
BAC009S0160W0375,S0160,wav/S0160/BAC009S0160W0375.wav,5.3190625,16000,1,W0375,因此 她们 基本 上将 缺席 二零一五 年 的 所有 重大 比赛,train,1,bonus_train
BAC009S0160W0249,S0160,wav/S0160/BAC009S0160W0249.wav,4.255,16000,1,W0249,无 力 监管 或 监管 不 到位 的 情况 较 为 普遍,train,1,bonus_train
BAC009S0160W0448,S0160,wav/S0160/BAC009S0160W0448.wav,5.1960625,16000,1,W0448,云南 九零 后 无证 驾驶 无 牌 车 不 知 自身 已 违法,train,1,bonus_train
BAC009S0160W0205,S0160,wav/S0160/BAC009S0160W0205.wav,3.6689375,16000,1,W0205,目的 是 弥补 债券 市场 制度 空白,train,1,bonus_train
BAC009S0160W0271,S0160,wav/S0160/BAC009S0160W0271.wav,3.703,16000,1,W0271,之后 决定 将 三洋 完全 子 公司 化,train,1,bonus_train
BAC009S0160W0404,S0160,wav/S0160/BAC009S0160W0404.wav,3.678,16000,1,W0404,业已 穿 上一 身 行头 的 蚁 人,train,1,bonus_val
BAC009S0160W0155,S0160,wav/S0160/BAC009S0160W0155.wav,5.534,16000,1,W0155,另 一方面 报告 期 内 计提 了 存货 跌价 准备,train,1,bonus_val
BAC009S0160W0260,S0160,wav/S0160/BAC009S0160W0260.wav,4.5190625,16000,1,W0260,虽然 品牌 售后 服务 仍 由 三洋 电机 承担,train,1,bonus_val
BAC009S0166W0435,S0166,wav/S0166/BAC009S0166W0435.wav,4.6159375,16000,1,W0435,涉 事 导游 左 某某 已 被 吊销 导游 证,train,1,enroll
BAC009S0166W0377,S0166,wav/S0166/BAC009S0166W0377.wav,3.0,16000,1,W0377,明年 的 奥运 会才 是 大考,train,1,enroll
BAC009S0166W0413,S0166,wav/S0166/BAC009S0166W0413.wav,4.5180625,16000,1,W0413,周董 一 家三 口 疑似 已 悄悄 离开 月子 中心,train,1,enroll
BAC009S0166W0209,S0166,wav/S0166/BAC009S0166W0209.wav,3.068,16000,1,W0209,限 购 银行 限 贷 的 影响 很大,train,1,identification_test
BAC009S0166W0230,S0166,wav/S0166/BAC009S0166W0230.wav,2.834,16000,1,W0230,同比 下降 六 个 百分点,train,1,identification_test
BAC009S0166W0336,S0166,wav/S0166/BAC009S0166W0336.wav,4.8149375,16000,1,W0336,云 计算 平台 不 得 将 这些 数据 移 作 他 用,train,1,identification_test
BAC009S0166W0315,S0166,wav/S0166/BAC009S0166W0315.wav,2.707,16000,1,W0315,也有 了 很多 新 的 盈利 点,train,1,identification_test
BAC009S0166W0260,S0166,wav/S0166/BAC009S0166W0260.wav,3.3969375,16000,1,W0260,现在 他们 做出 了 一项 新 的 决定,train,1,verification_dev
BAC009S0166W0174,S0166,wav/S0166/BAC009S0166W0174.wav,3.015,16000,1,W0174,中指 院 发布 的 报告 显示,train,1,verification_dev
BAC009S0166W0466,S0166,wav/S0166/BAC009S0166W0466.wav,6.161625,16000,1,W0466,五保 户 不 愿 搬 离 破旧 老宅 志愿 者 出钱 出力 为其 修 房,train,1,verification_dev
BAC009S0166W0318,S0166,wav/S0166/BAC009S0166W0318.wav,4.6391875,16000,1,W0318,目前 老人 是有 线 电视 最 忠实 的 用户 群体,train,1,verification_test
BAC009S0166W0323,S0166,wav/S0166/BAC009S0166W0323.wav,3.7688125,16000,1,W0323,而 无 论 是 基于 电信 网 还是 广电 网,train,1,verification_test
BAC009S0166W0193,S0166,wav/S0166/BAC009S0166W0193.wav,6.0,16000,1,W0193,收费 标准 的 下调 使 房地 产经 纪行 业 面临 巨大 的 市场 考验,train,1,verification_test
BAC009S0166W0409,S0166,wav/S0166/BAC009S0166W0409.wav,3.797125,16000,1,W0409,搜狐 娱乐 讯 据 台湾 媒体 报道,train,1,bonus_train
BAC009S0166W0342,S0166,wav/S0166/BAC009S0166W0342.wav,5.7419375,16000,1,W0342,让 人 看到 了 明年 里约 奥运 会 她们 冲击 奖牌 的 希望,train,1,bonus_train
BAC009S0166W0381,S0166,wav/S0166/BAC009S0166W0381.wav,3.057125,16000,1,W0381,中国 体育 发生 了 很大 变化,train,1,bonus_train
BAC009S0166W0240,S0166,wav/S0166/BAC009S0166W0240.wav,3.2800625,16000,1,W0240,一 套房 就可 能 省 几十万 元,train,1,bonus_train
BAC009S0166W0257,S0166,wav/S0166/BAC009S0166W0257.wav,5.2209375,16000,1,W0257,很 难 想象 苹果 的 产品 就像 传家 宝 一 样 代代 相传,train,1,bonus_train
BAC009S0166W0147,S0166,wav/S0166/BAC009S0166W0147.wav,4.738,16000,1,W0147,上海 市 土地 成交 均价 为 八千 元 每平 方米,train,1,bonus_train
BAC009S0166W0457,S0166,wav/S0166/BAC009S0166W0457.wav,3.3769375,16000,1,W0457,其 公司 班车 在 当晚 出车 前,train,1,bonus_train
BAC009S0166W0135,S0166,wav/S0166/BAC009S0166W0135.wav,5.9340625,16000,1,W0135,这 也 与 上周 末 公布 的 房价 涨跌 变动 情况 相 吻合,train,1,bonus_train
BAC009S0166W0495,S0166,wav/S0166/BAC009S0166W0495.wav,3.5590625,16000,1,W0495,被告 人 王 某某 因 敲诈 勒索 罪,train,1,bonus_val
BAC009S0166W0436,S0166,wav/S0166/BAC009S0166W0436.wav,5.4109375,16000,1,W0436,云南 高速 公路 多 车 连环 相撞 已 致 五 死 四 伤,train,1,bonus_val
BAC009S0166W0175,S0166,wav/S0166/BAC009S0166W0175.wav,4.458,16000,1,W0175,董事 长 潘 石 屹 现场 与 租赁 者 交流,train,1,bonus_val
BAC009S0248W0477,S0248,wav/S0248/BAC009S0248W0477.wav,3.5188125,16000,1,W0477,今年 狂犬 病 已死 亡 八 人,train,0,enroll
BAC009S0248W0388,S0248,wav/S0248/BAC009S0248W0388.wav,5.4509375,16000,1,W0388,第 二轮 将 对阵 另 一 位 山东 选手 顾 玉婷,train,0,enroll
BAC009S0248W0404,S0248,wav/S0248/BAC009S0248W0404.wav,3.428,16000,1,W0404,受到 到场 媒体 的 称赞,train,0,enroll
BAC009S0248W0352,S0248,wav/S0248/BAC009S0248W0352.wav,5.8220625,16000,1,W0352,首场 比赛 由 李 晓丹 迎战 王 曼 艺,train,0,identification_test
BAC009S0248W0126,S0248,wav/S0248/BAC009S0248W0126.wav,6.022,16000,1,W0126,该 税 将 促进 房地 产 市场 更加 健康 地 运行,train,0,identification_test
BAC009S0248W0291,S0248,wav/S0248/BAC009S0248W0291.wav,4.1628125,16000,1,W0291,这 为 谷歌 提供 了 强大 的 立足 点,train,0,identification_test
BAC009S0248W0414,S0248,wav/S0248/BAC009S0248W0414.wav,4.661125,16000,1,W0414,结婚 当 妈 后人 气 不 减 反 增,train,0,identification_test
BAC009S0248W0138,S0248,wav/S0248/BAC009S0248W0138.wav,5.7309375,16000,1,W0138,算账 算账 按照 一名 停车 管理 员 的 指点,train,0,verification_dev
BAC009S0248W0122,S0248,wav/S0248/BAC009S0248W0122.wav,3.827,16000,1,W0122,参考 英美 等 西方 国家,train,0,verification_dev
BAC009S0248W0370,S0248,wav/S0248/BAC009S0248W0370.wav,2.9301875,16000,1,W0370,北京 时间 十月 七日,train,0,verification_dev
BAC009S0248W0306,S0248,wav/S0248/BAC009S0248W0306.wav,3.5190625,16000,1,W0306,所以 前段 时间 做 了 融资,train,0,verification_test
BAC009S0248W0351,S0248,wav/S0248/BAC009S0248W0351.wav,4.063,16000,1,W0351,又一 队 实现 该 项目 卫冕 的 球队,train,0,verification_test
BAC009S0248W0161,S0248,wav/S0248/BAC009S0248W0161.wav,5.976,16000,1,W0161,且 每年 的人 工 电费 维修 等 成本 不 菲,train,0,verification_test
BAC009S0248W0176,S0248,wav/S0248/BAC009S0248W0176.wav,3.918,16000,1,W0176,可以 对外 进行 出租 经营,train,0,bonus_train
BAC009S0248W0246,S0248,wav/S0248/BAC009S0248W0246.wav,6.937,16000,1,W0246,对于 缺乏 业务 发展 战略 长期 不 开展 基金 托管 业务,train,0,bonus_train
BAC009S0248W0327,S0248,wav/S0248/BAC009S0248W0327.wav,7.5820625,16000,1,W0327,正在 筹划 购买 北京 捷达 无 线 科技 有限 公司 部分 股权 事宜,train,0,bonus_train
BAC009S0248W0346,S0248,wav/S0248/BAC009S0248W0346.wav,7.7170625,16000,1,W0346,两位 第 三 打 成员 激战 得 难解 难分,train,0,bonus_train
BAC009S0248W0486,S0248,wav/S0248/BAC009S0248W0486.wav,4.979,16000,1,W0486,提醒 被疑 似 有 狂犬 病毒 的 动物 咬伤 后,train,0,bonus_train
BAC009S0248W0150,S0248,wav/S0248/BAC009S0248W0150.wav,7.9260625,16000,1,W0150,停车 楼 里约 一百 个 停车 位 被 附近 某家 饭店 承租,train,0,bonus_train
BAC009S0248W0292,S0248,wav/S0248/BAC009S0248W0292.wav,6.9558125,16000,1,W0292,从此 它 将 是 汽车 的 一 部分 而 不 只是 附加 物件,train,0,bonus_train
BAC009S0248W0471,S0248,wav/S0248/BAC009S0248W0471.wav,6.7570625,16000,1,W0471,北京 一水 窖 内 工人 中毒 身亡 营救 民警 殉职,train,0,bonus_train
BAC009S0248W0133,S0248,wav/S0248/BAC009S0248W0133.wav,7.346,16000,1,W0133,这 让 不 少 逡巡 已 久 的 资本 躁动 起来,train,0,bonus_val
BAC009S0248W0495,S0248,wav/S0248/BAC009S0248W0495.wav,3.71775,16000,1,W0495,库房 内 的 塑料 瓶子 点燃 后,train,0,bonus_val
BAC009S0248W0206,S0248,wav/S0248/BAC009S0248W0206.wav,5.251,16000,1,W0206,为 加强 减 记 债 的 风险 管理,train,0,bonus_val
BAC009S0230W0278,S0230,wav/S0230/BAC009S0230W0278.wav,4.361,16000,1,W0278,即 今天 欧盟 可能 会 对 芯片 定价 提出 问题,train,1,enroll
BAC009S0230W0379,S0230,wav/S0230/BAC009S0230W0379.wav,3.027875,16000,1,W0379,阿尔萨 森 今年 才 二十一 岁,train,1,enroll
BAC009S0230W0124,S0230,wav/S0230/BAC009S0230W0124.wav,3.5959375,16000,1,W0124,深圳 的 南山 区 华强北 等,train,1,enroll
BAC009S0230W0265,S0230,wav/S0230/BAC009S0230W0265.wav,2.9499375,16000,1,W0265,分拆 能 给 高通 带来 什么,train,1,identification_test
BAC009S0230W0474,S0230,wav/S0230/BAC009S0230W0474.wav,3.303,16000,1,W0474,由于 全球 股市 遭遇 黑色 星期 一,train,1,identification_test
BAC009S0230W0135,S0230,wav/S0230/BAC009S0230W0135.wav,3.294,16000,1,W0135,发展 潜力 相对 大一 些,train,1,identification_test
BAC009S0230W0354,S0230,wav/S0230/BAC009S0230W0354.wav,3.4148125,16000,1,W0354,好像 这个 馆 更加 适合 他 比赛,train,1,identification_test
BAC009S0230W0361,S0230,wav/S0230/BAC009S0230W0361.wav,3.5949375,16000,1,W0361,林丹 输 在 了 比赛 能力 不 如 对手,train,1,verification_dev
BAC009S0230W0210,S0230,wav/S0230/BAC009S0230W0210.wav,4.515,16000,1,W0210,为 何 给 我们 签订 的 合同 中包 括 了 商业 广告 呢,train,1,verification_dev
BAC009S0230W0396,S0230,wav/S0230/BAC009S0230W0396.wav,2.563,16000,1,W0396,输球 的 阴霾 一扫 而 空,train,1,verification_dev
BAC009S0230W0384,S0230,wav/S0230/BAC009S0230W0384.wav,2.9499375,16000,1,W0384,尽管 谌 龙 以 二 比 零 取胜,train,1,verification_test
BAC009S0230W0217,S0230,wav/S0230/BAC009S0230W0217.wav,4.8769375,16000,1,W0217,他们 与 成都 红十字 会 的 工作 人员 协商,train,1,verification_test
BAC009S0230W0173,S0230,wav/S0230/BAC009S0230W0173.wav,3.999,16000,1,W0173,记者 从 北上 广深 等 一 线 城市 了解 到,train,1,verification_test
BAC009S0230W0318,S0230,wav/S0230/BAC009S0230W0318.wav,3.156,16000,1,W0318,我们 会全 力 配合 这个 充电 国标,train,1,bonus_train
BAC009S0230W0286,S0230,wav/S0230/BAC009S0230W0286.wav,4.24,16000,1,W0286,高通 是一 个 无法 逾越 的 门槛,train,1,bonus_train
BAC009S0230W0473,S0230,wav/S0230/BAC009S0230W0473.wav,3.3708125,16000,1,W0473,华商 报 记者 从 多家 分析 机构 了解 到,train,1,bonus_train
BAC009S0230W0158,S0230,wav/S0230/BAC009S0230W0158.wav,3.2170625,16000,1,W0158,二零一二 年 和 二零一三 年,train,1,bonus_train
BAC009S0230W0495,S0230,wav/S0230/BAC009S0230W0495.wav,3.234125,16000,1,W0495,京 东 表示 这 属于 刘 强东 私事,train,1,bonus_train
BAC009S0230W0190,S0230,wav/S0230/BAC009S0230W0190.wav,4.808125,16000,1,W0190,因此 募捐 箱 整体 设置 情况 尚 处于 动态 变化 中,train,1,bonus_train
BAC009S0230W0352,S0230,wav/S0230/BAC009S0230W0352.wav,2.6660625,16000,1,W0352,我 也 不 知道 为什么 输球,train,1,bonus_train
BAC009S0230W0405,S0230,wav/S0230/BAC009S0230W0405.wav,5.0229375,16000,1,W0405,于 今日 曝出 长达 二十三 分钟 的 删节 片段 和 另 一版 结局,train,1,bonus_train
BAC009S0230W0491,S0230,wav/S0230/BAC009S0230W0491.wav,3.526875,16000,1,W0491,刘 强东 与 奶茶 妹妹 领证 结婚,train,1,bonus_val
BAC009S0230W0152,S0230,wav/S0230/BAC009S0230W0152.wav,4.481,16000,1,W0152,未来 三四 线 的 机会 可能 更多 的 在 城镇 化,train,1,bonus_val
BAC009S0230W0432,S0230,wav/S0230/BAC009S0230W0432.wav,3.354,16000,1,W0432,一 场 车祸 却 把 蓝 某 重新 震 出,train,1,bonus_val
BAC009S0192W0233,S0192,wav/S0192/BAC009S0192W0233.wav,7.094,16000,1,W0233,加强 对 异常 个人 对外 投资 交易 的 筛选 和 预警,train,1,enroll
BAC009S0192W0175,S0192,wav/S0192/BAC009S0192W0175.wav,6.8219375,16000,1,W0175,要 顺应 网络 时代 推动 大众 创业 万众 创新 的 形势,train,1,enroll
BAC009S0192W0382,S0192,wav/S0192/BAC009S0192W0382.wav,4.668,16000,1,W0382,这种 情形 得到 了 大 为 改观,train,1,enroll
BAC009S0192W0132,S0192,wav/S0192/BAC009S0192W0132.wav,5.7980625,16000,1,W0132,首次 开盘 价格 在 四万 元 每平 方米 水平,train,1,identification_test
BAC009S0192W0399,S0192,wav/S0192/BAC009S0192W0399.wav,5.5080625,16000,1,W0399,都 是 中国 游泳 取得 突飞 猛进 成绩 的 原因,train,1,identification_test
BAC009S0192W0398,S0192,wav/S0192/BAC009S0192W0398.wav,4.8610625,16000,1,W0398,给 中国 游泳 队 不 断 输入 中坚 力量,train,1,identification_test
BAC009S0192W0240,S0192,wav/S0192/BAC009S0192W0240.wav,3.6,16000,1,W0240,在 计征 个人 所 得 税 时,train,1,identification_test
BAC009S0192W0241,S0192,wav/S0192/BAC009S0192W0241.wav,2.3559375,16000,1,W0241,即 四元 每年,train,1,verification_dev
BAC009S0192W0238,S0192,wav/S0192/BAC009S0192W0238.wav,5.1850625,16000,1,W0238,个体 业主 个税 起征 点将 上调,train,1,verification_dev
BAC009S0192W0438,S0192,wav/S0192/BAC009S0192W0438.wav,7.743125,16000,1,W0438,店主 自称 出售 带有 公章 的 医院 假条 并 称 保真,train,1,verification_dev
BAC009S0192W0220,S0192,wav/S0192/BAC009S0192W0220.wav,7.453,16000,1,W0220,将 个人 境外 投资 情况 纳入 央行 征信 系统 管理,train,1,verification_test
BAC009S0192W0345,S0192,wav/S0192/BAC009S0192W0345.wav,4.9309375,16000,1,W0345,她 依然 处于 有 潜力 可 挖 的 时期,train,1,verification_test
BAC009S0192W0136,S0192,wav/S0192/BAC009S0192W0136.wav,5.71,16000,1,W0136,核心 区 豪宅 的 价值 成长 有 目 共 睹,train,1,verification_test
BAC009S0192W0307,S0192,wav/S0192/BAC009S0192W0307.wav,6.183,16000,1,W0307,现在 政府 鼓励 智能 化 也 就 是 机器 人 产业,train,1,bonus_train
BAC009S0192W0377,S0192,wav/S0192/BAC009S0192W0377.wav,3.599125,16000,1,W0377,绝 大多 数 要 归功 于 女 选手,train,1,bonus_train
BAC009S0192W0461,S0192,wav/S0192/BAC009S0192W0461.wav,3.2849375,16000,1,W0461,每天 发货 六百多 单,train,1,bonus_train
BAC009S0192W0231,S0192,wav/S0192/BAC009S0192W0231.wav,4.3609375,16000,1,W0231,开发 个人 境外 投资 管理 系统,train,1,bonus_train
BAC009S0192W0424,S0192,wav/S0192/BAC009S0192W0424.wav,7.6809375,16000,1,W0424,汪 小菲 更 是 别 有新 意 的 送 上 玫瑰 花 造型 生日 蛋糕,train,1,bonus_train
BAC009S0192W0440,S0192,wav/S0192/BAC009S0192W0440.wav,4.782,16000,1,W0440,不 挂号 和建 档 无法 开 假条,train,1,bonus_train
